	batch4.sig126	batch4.sig127N	batch4.sig127C	batch4.sig128N	batch4.sig128C	batch4.sig129N	batch4.sig129C	batch4.sig130N	batch4.sig130C	batch4.sig131N	batch4.sig131C	batch5.sig126	batch5.sig127N	batch5.sig127C	batch5.sig128N	batch5.sig128C	batch5.sig129N	batch5.sig129C	batch5.sig130N	batch5.sig130C	batch5.sig131N	batch5.sig131C
cu|21604_1518|cu	28594.5662674444	28880.1718089356	29593.4723230315	29350.7624601622	90024.8874164597	84681.970341364	36185.6770473371	24168.3870397381	97066.6257976758	79244.1619952447	49942.2975516383	45749.6018711769	45749.6018711769	45749.6018711769	45749.6018711769	45749.6018711769	45749.6018711769	45749.6018711769	45749.6018711769	45749.6018711769	45749.6018711769	45749.6018711769
sp|Q9EPI9|KCNH5_RAT	77925.2428977005	66331.1136753467	74027.3979459774	71569.7777604043	84886.7411269248	78763.7829337048	89224.6732234576	73486.2108417651	67460.9305262132	67926.5479304012	70705.614070399	76679.0418634445	75783.5854771206	84320.0971990895	84771.535960714	72099.3513041423	82294.9471135972	81170.3284195624	75366.4036889048	70026.3581826027	74949.3526495194	84310.8308960182
sp|P52925|HMGB2_RAT	682765.16369657	643673.725760546	764852.882348063	676908.536143884	555782.840849537	645195.54152011	704457.277267959	555636.266557104	702012.893483581	560222.059984636	682810.786940949	595028.380847961	535913.781257422	559405.738468574	538612.458656188	548857.987103487	586167.009618986	561392.254926896	623380.991718383	654922.299529442	567319.78676565	521762.965222062
sp|Q8VHK0|ACOT8_RAT	207817.025295909	191653.232093938	204819.180497314	200204.191510453	209010.556485791	209311.102471716	223302.93452464	227450.934794935	206180.059766342	208431.059256009	212115.637792042	232253.807853188	256484.715541085	247708.748974473	250521.969806611	251302.472077328	257699.959461915	236245.876080887	241990.847831089	257310.179325636	250678.533976262	255760.159084472
sp|B0BNG0|EMC2_RAT	275522.546342594	255604.995790367	342356.573935818	264579.748548403	270873.810150888	316593.322039706	348738.152419927	259380.008021728	327742.779272785	275445.732061679	301477.299519965	227082.881168281	191172.397338117	206624.786780809	206139.454292906	176358.55447655	205911.710892924	210991.326183757	187820.298524881	193181.183598771	182979.7959352	175642.034642399
sp|P56571|ES1_RAT	5100217.62783553	5418773.03530483	5246498.24782383	5528781.17397124	5257859.59404033	5139102.78033939	5911369.49939612	5084488.98901159	5199861.82644107	5478901.18319467	5265964.34473981	4651674.59772703	4887410.04821817	4794763.99085055	4811969.72934697	4850227.41299268	4728517.84056234	4738030.57226804	4647273.31026785	4830051.03712929	5040054.27563736	4905153.38693917
sp|Q9QW07|PLCB4_RAT	658488.705183827	619963.43384856	848795.880679425	873992.942285709	646407.182464681	662656.481178214	808088.810743005	651498.552803466	789747.749112086	799408.405692844	770398.945274328	556406.572767153	554904.208906677	471672.470912182	437511.986650887	473112.553724108	540883.700941356	485457.13051082	532228.457035774	605522.353605226	522072.501501371	467985.520722804
sp|Q6AYK5|LYAR_RAT	30642.9930668797	31980.4738163544	31720.7116681659	40030.3328628547	31814.2533780886	32277.1634309186	31384.2847983969	28119.8772962233	29232.5029613056	31458.1270022469	32812.9766494606	43593.6838640872	45701.1368901418	42412.5687950958	42183.1300773085	40301.7384312173	43609.4114311604	39658.6617328247	41435.072680666	46818.2207657023	43978.3088446142	44717.1374976647
tr|F7FMK8|F7FMK8_RAT	261578.835670202	261578.835670202	261578.835670202	261578.835670202	261578.835670202	261578.835670202	261578.835670202	261578.835670202	261578.835670202	261578.835670202	261578.835670202	289028.491235317	319222.411865491	251048.139578161	264163.886472408	317355.397535699	223085.84177696	243284.929347549	281860.389734796	232513.549752468	223213.432524333	254454.419916974
sp|P51607|RENBP_RAT	256315.114707638	280445.544014997	259538.442778525	252669.898000207	235764.08436828	248239.641889662	284465.846799211	248792.375883996	271984.423218814	278678.928661838	251245.462892774	255638.540017052	259295.959582018	256070.690835669	267843.646941902	281305.875760021	285415.436680732	263437.103795339	281079.623039738	292531.31222307	296014.478639729	270292.828532091
cu|21604_7049|cu	187257.811845434	203779.47830603	203030.192877166	191003.31249578	194218.898926322	185839.673741018	213496.208746251	260014.534323846	218704.756826671	190695.321041044	228893.411663776	462666.420868699	475841.093991693	482070.540001222	381975.744446079	442094.754417469	500777.713753561	441898.511001594	476085.150547759	428811.84248571	578383.764324281	474265.36018133
sp|Q9ES67|ARHGB_RAT	513663.495599836	507384.610717076	507141.91198847	476910.221811397	491164.923454938	495876.39250511	401701.244437363	508109.284918203	480631.620302782	475066.383633371	479371.612731064	382079.524372048	387857.976290304	347714.581375434	353801.151648797	415199.098565783	371273.811192024	369094.410729237	398803.121098161	325962.22396671	315701.149650493	377545.786698948
sp|Q01714|SP1_RAT	43977.3358433967	42463.6552037108	44232.8683822372	41744.1140175158	36859.8420234672	38865.8154120921	37948.4631851508	35740.4169086718	39919.667877151	39555.1599693135	41752.5895644696	27982.1029650659	30493.0003626488	28539.4428395657	30044.2308859635	32068.3313738562	31943.6001176771	30075.1504240816	33603.0225611675	28014.6459006434	28103.9148604023	33244.162521409
sp|O08950|T2AG_RAT	301447.034824617	314512.719013218	315894.211565641	307696.124489985	284159.775425333	316085.534142564	340308.396001452	285333.384043442	302028.740260581	268506.820787495	301286.323876474	313874.830600756	295874.834906047	282069.747575603	298933.239438703	308751.613241066	328913.555983649	308427.232721856	336955.120692835	329272.528329535	325667.90297668	322347.205157613
sp|B0K020|CISD1_RAT	2749066.35550385	2758997.05355565	2819564.16632758	2740792.48783329	3015444.32210155	2941256.84627304	3411593.68283906	2334594.67278441	2936911.25198224	2908653.89907524	2836287.76606779	1525183.3656072	1446729.29888353	1518955.18043056	1464307.76507411	1240572.65668451	1573070.39031327	1531852.21433884	1348053.63915622	1598876.14714734	1489426.41670057	1472564.37515658
sp|O70247|SC5A6_RAT	24735.1523749044	29652.5947170838	29069.4348297596	21954.5029177215	22403.1315110009	28972.2043937039	29986.6858876472	29424.2134124184	31256.3310211289	26792.3734658458	27141.4299610902	37341.1729429114	34449.6572223222	38592.1845791651	35586.5246568986	37069.5566398157	34327.3486010841	37200.0030081216	38709.5309042661	35715.2156116227	34559.0333097845	39530.0916081019
sp|P04785|PDIA1_RAT	2331286.08335852	2436818.06160985	2386612.49781295	2488574.90976295	2300136.35086353	2377497.25626962	2604171.62788117	2178038.34333051	2387952.45603416	2467987.70849164	2520056.02421766	2297669.42251514	2357236.64188265	2329401.7085716	2343993.91332844	2377640.81274125	2571234.83586048	2288501.64265916	2414618.00354863	2517610.79899591	2581998.2643269	2438510.09373565
tr|A0A0G2K8L9|A0A0G2K8L9_RAT	177179.100532994	176071.206774388	188645.822098628	182503.305113295	175706.301319092	179713.663527771	217459.599242786	214237.451274501	187124.628307011	188191.133789391	188422.764314122	196224.02847274	171406.599360008	175745.740887881	173758.207193592	192271.692914476	187491.034018043	197113.270276707	185674.912729807	195623.264691983	187949.835086461	187341.979831431
sp|Q63603|DOCK9_RAT	349113.841315772	350000.52781361	359517.849338397	366612.459065959	358418.013946086	373419.616112027	307708.902469075	348569.259340502	359389.05787396	358418.565778068	366047.490301876	263777.496486112	288315.976391594	250359.992971997	251867.452356441	251285.725640021	222890.381190405	236533.420026183	255784.833587854	248711.382592418	220517.836373944	252466.708424596
tr|A0A0G2K1M2|A0A0G2K1M2_RAT	2392633.38356613	2261910.05033417	2310064.5049534	2472875.65344438	2440502.6839044	2324241.09042709	2318022.99593234	2282207.44442394	2254240.11157588	2274538.00891625	2335205.09309573	2022613.7481537	1970553.57019387	1944471.54028135	1842442.14668845	1945095.15272989	2141662.1604749	2086549.9967139	1957795.40299819	2137928.86743994	1987327.66592595	1948921.62273496
tr|A0A0G2JWZ2|A0A0G2JWZ2_RAT	271045.398496149	278241.471463446	298781.773460796	299362.267792854	285708.262673332	289205.769369965	317961.171489642	296930.538614226	294635.457925436	306364.899365829	304749.832419859	250418.843634502	245966.148808856	249903.338921002	254970.653230077	251047.32691802	252827.422689309	243046.480007859	257556.225833087	246132.073896768	269349.202296109	249335.169564295
sp|P52944|PDLI1_RAT	215506.232156651	246652.582536095	239457.944182521	238639.547797615	203243.545543729	206913.493159052	217559.064923053	188462.344663173	226250.334354365	213245.77406224	211964.288349303	196682.388820431	201703.874746922	210588.942160965	228497.658801031	222236.758088889	227706.585278399	197030.091734419	221076.014595039	246508.375901609	273131.147570219	226903.436722887
tr|M0R4I7|M0R4I7_RAT	45145.5864585601	51729.3491977878	47524.8116703993	57580.1517098769	50348.4747845871	49708.1205828357	59890.0632668501	49307.5016894163	50388.26271627	61484.3147788227	60527.7996403383	26766.8274291911	27180.0810624604	28520.4609196234	29731.8945873156	26969.5386877486	25154.1601112569	29372.5867019539	22519.1491484153	27914.14295613	26300.5330701486	32323.9085613727
sp|Q5U2N0|PYRG2_RAT	328460.238405197	326009.529835192	359152.710579226	349183.822415477	323206.399339762	331684.832997847	361711.57838226	327062.492267065	365520.149275214	350926.986117645	346941.252574201	453141.029634352	450278.873279471	461312.430610792	470296.694422817	468203.729739629	472515.509950053	449743.373588582	458506.123427374	509403.717820431	484582.160154298	452722.341911185
sp|P14562|LAMP1_RAT	227575.008311186	236780.015875737	229871.586268824	251335.810424816	228064.357262649	230983.914147486	264586.507561516	228917.095217949	226735.366194939	239453.537126144	239150.301323971	299405.242731117	301980.811906465	299550.749732555	293048.32471822	279751.574551086	304114.33455326	283429.112045267	291866.208667535	309903.177103439	296030.273519332	282785.075404083
tr|D4AAM0|D4AAM0_RAT	549830.59157177	546774.06311808	595699.298611444	547897.009993647	601249.994488548	618153.191586668	443641.852002044	612861.131585518	592839.635883953	579393.834162707	581942.709917007	603062.28420673	613673.760114388	582524.73961055	600480.467249383	646366.409089077	543038.873498805	622279.836424482	612129.172268846	556719.280404801	534182.846869802	604515.442033193
tr|Q642B0|Q642B0_RAT	350783.599827509	383322.688844547	353250.774996839	341672.980180894	363861.431617224	400348.991093923	352300.045857551	332278.347665951	393055.12143544	359132.74149684	364800.040542486	315551.105832866	279817.842935817	300350.902911127	311686.925172528	289228.525637068	307481.9212922	301788.692109607	247061.513283545	267213.252367212	290046.848019385	294132.713219062
sp|B2RZC9|KTAP2_RAT	66115.6416791871	195325.232686735	73348.6437386622	87363.1117691127	74569.136465429	89537.1920177925	101756.680684533	76361.771193368	98958.8890658144	100410.436747745	81209.7997035015	111692.52278533	114642.103927685	125839.680580531	116198.370200538	96812.0650730833	120426.331937761	107002.407318675	113974.999318613	111068.327685063	121776.066947379	132048.586463828
tr|F1M8S4|F1M8S4_RAT	105481.439184542	110632.773620697	109490.56558796	103402.211946635	106177.95437621	106930.966325894	100020.477720042	112685.757243018	105193.352565372	113963.905199084	113154.389397086	77403.5871522793	84861.5720680996	84936.9428351999	90060.1560279262	92624.0974264478	84468.4460553723	84843.8533411341	90585.992011304	79218.9795673792	81162.8696750277	88314.1648816493
tr|G3V9D3|G3V9D3_RAT	318434.413816789	306744.433501933	330199.809876095	316594.279215099	304999.032435181	340662.542037916	317667.919048462	323041.85793545	311488.273244628	298566.853820542	315905.209195801	583945.051696469	627407.803796441	530644.549333882	561038.320794808	544474.416441396	569229.068019277	574877.127733915	571768.359682527	576964.026447287	530383.810309663	552808.9944651
sp|Q6B345|S10AB_RAT	83229.7576195724	118177.161143891	107705.633690363	88157.52970272	84938.8784922115	103096.010321941	99751.7768206616	83834.9616762113	99274.6294337054	127757.265877468	108668.649616428	93887.868304992	103482.192502263	96676.9630023172	103054.828727857	115741.959837749	118780.928888794	80015.1219312696	102104.902304355	102358.219439634	115125.051976816	117694.063767955
tr|A0A096MJJ4|A0A096MJJ4_RAT	180543.96476023	169811.277980909	148993.069857429	155102.433441752	195599.38103351	145698.908660351	163510.335758141	191999.209489496	144065.092661846	190353.483988654	160180.974236334	67390.3726816551	67641.2830670739	69210.1583385738	64319.434488202	65158.9704067344	60147.3108941244	73089.6214337069	63251.8929106673	62860.4192802633	60167.4231436963	74832.3296683487
tr|B2RZB6|B2RZB6_RAT	533547.20390709	557720.900200074	509353.367644246	510966.605887468	484458.495230607	483736.290702429	584037.628605809	502199.949143637	513423.829629587	506071.678950422	542593.207342159	270502.34794583	287031.141995482	262785.520282512	269246.936359427	264331.946544994	272222.717869189	264081.073849405	264999.505751546	284280.071746039	273775.714696425	265498.686437376
sp|B5DEH2|ERLN2_RAT	188082.444558182	150692.723151279	168495.918535101	171931.605781071	247123.526559365	233326.358069439	974574.494723821	437845.79346072	256916.949634888	203325.548014291	256221.25862797	138789.30497315	103614.088897552	78877.097075584	115297.852001797	311235.469490707	75924.0528000658	158114.469543658	143750.720003437	97833.970453743	82611.8529411611	210323.413150318
tr|F1M3M0|F1M3M0_RAT	89357.1176027192	89939.2222121202	95746.8603941174	103986.033990034	91247.272680913	99124.9713554352	88817.8613667143	95795.1358054618	107850.838355701	107887.518495972	92566.6136931819	75822.1540496262	78386.2558160046	80301.4860212229	80215.5328362091	85987.7887548231	84333.633107089	81388.8380365671	89730.243696767	73797.0927019861	85858.5751671053	83527.565706446
sp|P21707|SYT1_RAT	13071446.0870181	12324787.3628784	12520324.6053422	12653124.0755244	13865817.4341359	13466154.9311833	14247533.338918	11309761.099383	13100615.060141	12498749.4462251	13297548.9516354	10267056.9176996	9776841.10710411	10558922.5919848	10120091.7596752	9026707.33873752	11481345.9879113	11162263.1626276	9125610.91852024	10201377.9592117	9850541.29539297	10365560.2672088
sp|Q4QQT2|F118B_RAT	31716.3339370552	32887.0617929506	36760.4751734615	38534.5738653605	32895.261508282	33788.0794582666	32021.2026959715	28649.2142881754	31815.7612526918	32018.7046471558	33373.5050484806	12659.7980434552	9214.91630945997	12080.0078701932	9688.69575770278	13011.158250374	10640.1053117449	12816.6489748822	14737.359027826	12233.6757427387	9592.76777762083	9329.68304844233
sp|B2RYG1|FA32A_RAT	193150.061003936	182502.414115611	206271.818897481	198887.74186325	207796.977032457	215963.78013679	223583.295976899	233407.315763024	199492.098239665	215442.381039846	214624.269678129	104653.266799089	92513.4787619357	93594.8662144769	81644.912395758	88958.7849671942	90878.5240438467	95688.8615650648	90122.0352441505	100395.915712532	93270.5161093509	92846.2032942655
tr|Q4G086|Q4G086_RAT	122621.134219383	120573.970112064	129701.845094616	118166.588786733	132429.726754857	142475.520343065	148703.868971323	136341.316657762	144595.786238984	137350.289155676	139697.391219295	198877.414582607	217443.332177245	201305.364857804	197865.060386439	195903.223830617	207894.670515969	204577.248593305	216319.17139627	215310.508395806	218829.930518941	209244.454814828
tr|D4A9B0|D4A9B0_RAT	97788.1976706449	96311.3278432432	93581.6335842101	98942.6824409653	85207.2469473527	86902.7646558593	89965.5537865526	85896.2755390064	97129.1532122487	80027.3444794232	87529.1920667693	70466.7632211024	66418.298654283	60275.8841402255	62334.2481810059	64250.0914385921	68495.7622997255	59582.3183813407	59080.1226805703	78574.3348260981	58366.5891906215	66420.0431089212
